place_id,city,title,rating,reviews,description,tips,address,timings,ticket_price,avg_ticket_price
182,luxor,Dra Abu'l Naga,,,"While visiting Deir al-Bahri, you can see this necropolis, hidden in the dessert cliffs. Dra Abu’l Naga is said to have 100 tombs of rulers and nobles, dating back to 17th dynasty to later period (around 500 BC). However, the entire area had been wrongly spoiled. Still tombs escaped with its remarkable paintings. One of them is the tomb of Roy (No 234) that has scenes depicting funerary offerings and agriculture. Don’t miss out the paintings on the ceiling as well.
Carry hat to protect yourself from the sun.
Wear light clothes to be comfortable.","Carry hat to protect yourself from the sun.
Wear light clothes to be comfortable.","Nile Valley: Luxor , Egypt",06:00 am - 05:00 pm,20.0,20.0
183,luxor,Mntophaat,,,No description,No tips,No address,No timings,,13.0
184,luxor,Luxor International Airport,,,"Luxor International Airport (LXR) is an international airport located in Luxor, Egypt. It is the second busiest airport in Egypt after Cairo International Airport. The airport is located 4 km (2.5 mi) east of the city center.The airport was opened in 1970 and is the main gateway to the ancient city of Luxor. It is served by a number of airlines, including EgyptAir, Air Cairo, and Royal Jordanian. The airport is also used for charter flights to and from Europe, the Middle East, and North Africa.The airport has two terminals, one for domestic flights and one for international flights. It has a single runway and is capable of handling up to 2.5 million passengers per year.The airport has a long history, dating back to the time of the Pharaohs. It was used by the ancient Egyptians to transport goods and people to and from Luxor. During the Roman period, the airport was used to transport troops and supplies to the city. In the 19th century, the airport was used by the British to transport troops and supplies to the city during the British occupation of Egypt.Today, Luxor International Airport is an important hub for tourism in Egypt. It is the gateway to the ancient city of Luxor, which is home to some of the most famous monuments in the world, such as the Valley of the Kings, the Temple of Karnak, and the Luxor Temple. The airport is also a major hub for business travelers, as it is located close to the city's business district.Luxor International Airport is located in the city of Luxor, Egypt. It is the second busiest airport in Egypt after Cairo International Airport. The airport was originally built in the 1930s as a military airbase and was later converted into a civilian airport in the 1950s.The airport is of great historical significance as it is located near the ancient city of Thebes, which was the capital of the ancient Egyptian Empire. The airport is also located near the Valley of the Kings, the site of the tombs of many of the Pharaohs of ancient Egypt.The airport is also significant for its role in the development of tourism in Egypt. Luxor is one of the most popular tourist destinations in Egypt, and the airport serves as a gateway for tourists visiting the city. The airport is also a hub for domestic flights to other cities in Egypt, such as Cairo and Aswan.The airport is also significant for its role in the development of the Egyptian economy. The airport is a major hub for cargo flights, and it is also a major hub for international flights. The airport is also a major hub for the Egyptian Air Force, and it is home to several military bases.
Facilities, Amenities and Services:Luxor International Airport offers a wide range of facilities and amenities to make your travel experience as comfortable and convenient as possible. The airport has a variety of shops and restaurants, including dutyfree stores, souvenir shops, and fastfood outlets. There is also a bank, currency exchange, and ATMs. The airport has a VIP lounge, which offers complimentary snacks and drinks, as well as comfortable seating and free WiFi. The airport also offers a range of services, such as car rental, luggage storage, and a lost and found service. There is also a 24hour medical center and a prayer room. The airport is wheelchair accessible and has a dedicated team of staff to assist passengers with special needs. The airport also offers a range of parking options, including shortterm and longterm parking. The airport also has a range of transportation options, including taxis, buses, and shuttles.
Things To Do:Luxor International Airport offers duty free shopping for passengers departing from the airport. The duty free shop is located in the Departures Hall and offers a wide range of products including perfumes, cosmetics, alcohol, tobacco, confectionery, and souvenirs. The shop also offers a selection of international brands and products. Passengers can also take advantage of special offers and discounts.
Luxor International Airport offers a wide range of facilities and amenities to make your travel experience as comfortable and convenient as possible. The airport has a variety of shops and restaurants, including dutyfree stores, souvenir shops, and fastfood outlets. There is also a bank, currency exchange, and ATMs. The airport has a VIP lounge, which offers complimentary snacks and drinks, as well as comfortable seating and free WiFi. The airport also offers a range of services, such as car rental, luggage storage, and a lost and found service. There is also a 24hour medical center and a prayer room. The airport is wheelchair accessible and has a dedicated team of staff to assist passengers with special needs. The airport also offers a range of parking options, including shortterm and longterm parking. The airport also has a range of transportation options, including taxis, buses, and shuttles.","Luxor International Airport Address: Luxor International Airport Airport Road, Luxor, Egypt 
Try the best online travel planner to plan your travel itinerary!","Luxor International Airport Airport Road, Luxor, Egypt",No timings,,13.0
185,luxor,Amoun Sharia Al-karnak,4.0,,No description,No tips,No address,No timings,,13.0
186,luxor,Kingas Head,4.0,,No description,No tips,No address,No timings,,13.0
187,luxor,Nile Terrace Cafe And Bar,,,No description,No tips,No address,No timings,,13.0
188,luxor,Kings Head Pub,,,"If you are looking for a great hangouts place, the Kings Head Pub is the bar you should be heading straight to with your friends. Located in the beautiful Nile river bank city of Luxor in Southern Egypt, this bar is popular for its easy-on-the-pocket meal and drinks options and a relaxing and set-back ambience. A great place to have a beer, shoot pool and watch sports on a big screen, the Kings Head tries to capture the atmosphere of an English pub. The atmosphere at this pub allows everyone from men and women to hangout here without being harassed. Open all days of the week till late night, this bar is an excellent place to rejuvenate on your next weekend.
","Kings Head Pub Address: Street, Khaled Ibn Al Walid, Luxor, Luxor Governorate 85111, Egypt 
Kings Head Pub Contact Number: +20-952280489 
Kings Head Pub Timing: 24-hrs 
Try the best online travel planner to plan your travel itinerary!","Street, Khaled Ibn Al Walid, Luxor, Luxor Governorate 85111, Egypt",24-hrs,,13.0
189,luxor,Sinbad Cafe,,,No description,No tips,No address,No timings,,13.0
190,luxor,Salahadeen,,,No description,No tips,No address,No timings,,13.0
191,luxor,Oasis Cafe,,,No description,No tips,No address,No timings,,13.0
192,luxor,Metropolitan Cafe And Restaurant,,,No description,No tips,No address,No timings,,13.0
193,luxor,Jamboree Restaurant,,,No description,No tips,No address,No timings,,13.0
194,luxor,Sofra,,,No description,No tips,No address,No timings,,13.0
195,luxor,Mortuary Temple Of Hatshepsut,4.0,3.0,"One of the many wonders in Egypt includes the magnificent Mortuary Temple of Hatshepsut in Luxor’s Valley of the Kings. Dedicated to the second female Pharaoh, Queen Hatshepsut, the three-storied temple is cast in sand, and is considered one of the most beautiful royal temples in the region that you must visit. In the reconstructed temple, you can take the long ramps to access the various levels which are open to tourists. There are several statues and ancient painted reliefs of the Queen Hatshepsut, Egyptian Gods and sphinxes that you will come across in the Temple premises. The stark barrenness of the surrounding areas and of the Temple itself is awe-inspiring and will have you transported to an earlier era.
","Mortuary Temple Of Hatshepsut Address: Kings Valley Rd, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt, Luxor 
Try the best online travel planner to plan your travel itinerary!","Kings Valley Rd, Qesm Al Wahat Al Khargah, New Valley Governorate, Egypt, Luxor",No timings,,13.0
196,luxor,Sheraton Luxor Resort,4.0,21.0,No description,No tips,No address,No timings,,13.0
197,luxor,Precinct Of Mut,4.0,1.0,No description,No tips,No address,No timings,,13.0
198,luxor,Boomerang Hotel,4.0,2.0,No description,No tips,No address,No timings,,13.0
199,luxor,St Joseph Hotel,3.0,,No description,No tips,No address,No timings,,13.0
200,luxor,Nour El Gourna Hotel,4.0,2.0,No description,No tips,No address,No timings,,13.0
201,luxor,Gezira Garden Hotel,4.0,,No description,No tips,No address,No timings,,13.0
202,luxor,Pyramids,4.0,,No description,No tips,No address,No timings,,13.0
203,luxor,Elephantine,4.0,3.0,No description,No tips,No address,No timings,,13.0
204,luxor,Ethnographic Museum,3.0,1.0,No description,No tips,No address,No timings,,13.0
205,luxor,Al Wahat Ad Dakhilah,5.0,,No description,No tips,No address,No timings,,13.0
206,luxor,Memnon Hotel Luxor,4.0,,No description,No tips,No address,No timings,,13.0
207,luxor,Temple Abydos,,,No description,No tips,No address,No timings,,13.0
208,luxor,Abu Simbel Hotel,4.0,,No description,No tips,No address,No timings,,13.0
209,luxor,Hilton Luxor Resort & Spa,4.0,1.0,No description,No tips,No address,No timings,,13.0
210,luxor,Temple Of Ramesses Ii,4.0,,No description,No tips,No address,No timings,,13.0
211,luxor,Nile Crown Cruises,4.0,,No description,No tips,No address,No timings,,13.0
212,luxor,فندق ابروتيل Iberotel Hotel,3.0,,No description,No tips,No address,No timings,,13.0
213,luxor,Hotel Pavillon Winter Luxor,4.0,,No description,No tips,No address,No timings,,13.0
214,luxor,Abu Sinbil,,,No description,No tips,No address,No timings,,13.0
215,luxor,Kom Ombo,,,No description,No tips,No address,No timings,,13.0
216,luxor,Dandarah,,,No description,No tips,No address,No timings,,13.0
217,luxor,Thebes Hotel,,,No description,No tips,No address,No timings,,13.0
218,luxor,El - Souk,,,No description,No tips,No address,No timings,,13.0
219,luxor,Grand Hotel,,,No description,No tips,No address,No timings,,13.0
220,luxor,Iberotel Luxor,,,No description,No tips,No address,No timings,,13.0
221,luxor,Habiba Gallery,,,No description,No tips,No address,No timings,,13.0
222,luxor,Valley Of The Monkeys,,,No description,No tips,No address,No timings,,13.0
223,luxor,Kom Ombo - Deraw,,,No description,No tips,No address,No timings,,13.0
224,luxor,Edfu - Marsa Alam Road,,,No description,No tips,No address,No timings,,13.0
225,marsa,Sharm El Luli,4.0,275.0,"Translated as “Paradise” in English, the Sharm El Luli is a sandy beach and lagoon that falls 60 km south of Marsa Alam. It is a long stretch of shimmering beach shore with few rocky outcrops and some coral reefs. On some days, when the tide is low you can easily wade through the waters like you do in a lagoon. In the backdrop of its waters is the mountainous region that looks stunning. Endowed with crystal clear waters, this beach is a popular destination in Marsa Alam thanks to its calm seascape.
If you are not a very strong swimmer it's probably best to use a life jacket when snorkelling to minimize any possible risk.
Avoid going to Sharm El Luli on windy days: The sea will be choppy, underwater visibility will be poor, there will be a lot of sand in the air and it will be almost impossible to enjoy the beach.","If you are not a very strong swimmer it's probably best to use a life jacket when snorkelling to minimize any possible risk.
Avoid going to Sharm El Luli on windy days: The sea will be choppy, underwater visibility will be poor, there will be a lot of sand in the air and it will be almost impossible to enjoy the beach.","Halaieb We Shalatein, Egypt, Marsa Alam",24-hrs,,200.0
